FoodName,FoodID,Energy (kcal),Protein,Protein from Amino Acids,Carbohydrates,Dietary fibre,Fat,Alcohol,Salt,Vitamin A,beta-Carotene,Vitamin D,Vitamin D3,Vitamin E,Vitamin K,Thiamin (Vitamin B1),Riboflavin (Vitamin B2),Niacin equivalent,Niacin,Vitamin B6,Pantothenic acid,Biotin,Folate,"Folate, free",Vitamin B12,Vitamin C,Ascorbic acid,Sodium,Potassium,Calcium,Magnesium,Iron,Copper,Zinc,Sum sugars,Starch/Glycogen,Sum saturated fatty acids,Sum monounsaturated fatty acids,Sum polyunsaturated fatty acids,Sum trans fatty acids,Sum n-3 fatty acids,Sum n-6 fatty acids,Cholesterol,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Threonine,Tryptophan,Valine,Arginine,Histidine,Glycine,Proline
"Rice cake/cracker, puffed brown rice, plain",1748,376,8.2,6.1,77.3,4.2,2.8,0.0,0.4,0.00,0.00,0.00,,0.62,1.90,0.06,0.17,9.54,7.81,0.15,1.00,9.8,21.0,,0.0,0.0,,166,290,11,131,1.49,0.45,3.00,0.9,79.2,0.540,1.030,0.000,0.000,0.000,,0.0,346.0,675.0,311.0,184.0,99.0,421.0,306.0,299.0,104.0,479.0,618.0,207.0,402.0,383.0
"Spinach, whole leaf, frozen",1749,19,2.2,1.5,1.0,1.9,0.3,0.0,0.1,536.25,3217.50,0.00,,1.46,26.39,0.00,0.09,0.79,0.23,0.06,0.03,1.4,43.7,,0.0,3.3,,32,308,112,30,0.95,0.07,0.82,0.1,0.09,0.035,0.017,0.188,0.000,,,0.0,77.8,159.4,124.8,38.8,28.3,101.7,80.1,89.5,33.7,108.6,110.0,44.2,103.1,82.9
"Cabbage, red, Danish, raw",1750,24,1.2,0.7,3.7,2.4,0.0,0.0,0.0,0.37,2.24,0.00,,0.00,3.80,0.04,0.03,0.32,0.21,0.13,0.19,1.9,30.2,,0.0,34.4,,13,246,37,10,0.24,0.01,0.16,3.6,0,0.000,0.000,0.000,0.000,,,0.0,20.0,49.4,52.9,0.0,16.3,13.6,21.7,36.5,6.5,49.7,60.2,12.3,33.9,28.2
"Cabbage, pointed, Danish, raw",1751,21,1.5,0.9,2.8,1.7,0.0,0.0,0.0,6.35,38.09,0.00,,0.07,15.71,0.03,0.04,0.44,0.25,0.12,0.14,3.0,41.7,,0.0,27.3,,9,233,44,11,0.25,0.02,0.17,2.8,0.03,0.000,0.000,0.000,0.000,,,0.0,26.9,57.8,61.5,0.0,14.8,27.5,23.4,41.2,11.5,54.3,84.4,29.5,37.7,50.6
"Parsnip, Danish, raw",1752,72,1.3,0.8,12.5,4.6,0.8,0.0,0.0,0.15,0.88,0.00,,0.33,0.00,0.05,0.05,1.20,0.96,0.09,0.28,3.9,60.5,,0.0,11.3,,4,414,34,25,0.34,0.10,0.46,3.5,6.2,0.120,0.045,0.475,0.000,,,0.0,34.9,70.9,71.9,0.0,17.6,45.5,24.9,50.0,14.4,59.3,109.4,15.3,45.7,24.1
"Veal, top round, raw",1753,176,20.1,,0.7,0.0,10.3,0.0,0.1,0.00,0.00,0.44,0.02,0.12,0.00,0.04,0.19,10.26,6.03,0.20,2.59,2.4,9.4,,1.1,0.0,0.0,49,358,5,21,1.23,0.06,3.18,0.0,0,4.028,3.768,0.413,0.386,0.000,0.413,60.3,924.5,1631.7,1803.3,408.5,160.8,900.5,668.5,933.7,253.3,1011.5,1358.3,724.0,1354.3,989.0
"Veal, topside, trimmed, raw",1754,107,22.3,18.4,0.0,0.0,2.0,0.0,0.1,0.00,0.00,0.37,0.01,0.16,0.00,0.06,0.25,10.18,5.30,0.31,3.56,2.6,9.9,,1.4,0.0,0.0,43,382,4,24,1.62,0.07,3.40,0.0,0,0.620,0.554,0.102,0.000,0.000,0.102,53.8,1037.5,1808.3,2025.0,496.2,195.0,993.8,752.2,1005.3,293.2,1105.0,1375.0,832.5,970.3,826.7
"Veal, heart of rump, trimmed, raw",1755,104,21.9,18.0,0.0,0.0,1.9,0.0,0.1,0.00,0.00,0.38,0.01,0.27,0.00,0.06,0.22,9.99,5.40,0.27,3.11,2.5,10.3,,1.5,0.0,0.0,45,368,4,24,1.52,0.08,3.32,0.0,0,0.610,0.531,0.183,0.021,0.000,0.183,56.6,1005.8,1770.0,1956.7,407.8,162.0,949.8,726.2,1005.2,275.3,1080.0,1346.7,802.3,1010.8,810.3
"Veal, shortloin, raw",1756,159,21.3,17.7,0.0,0.0,8.2,0.0,0.1,0.00,0.00,0.44,0.02,0.12,31.84,0.04,0.19,10.26,6.03,0.20,2.59,2.4,9.4,,1.1,0.0,0.0,49,358,5,21,1.23,0.06,3.18,0.0,0,3.217,3.009,0.330,0.309,0.000,0.330,60.3,924.5,1631.7,1803.3,408.5,160.8,900.5,668.5,933.7,253.3,1011.5,1358.3,724.0,1354.3,989.0
"Beef, bottom round, raw",1758,223,19.0,,0.5,0.0,16.1,0.0,0.2,14.00,0.00,0.60,0.60,0.44,0.00,0.06,0.18,5.70,5.70,0.45,0.70,0.0,5.6,4.0,1.4,0.0,0.0,62,310,5,21,2.10,0.07,4.30,0.0,0,5.870,6.698,0.244,0.192,0.030,0.214,65.0,,,,,,,,,,,,,,
"Beef, flank steak, raw",1759,142,20.6,,0.0,0.0,6.6,0.0,0.1,0.00,0.00,0.38,0.03,0.24,0.00,0.04,0.19,9.11,4.54,0.24,3.49,2.4,9.6,4.0,1.6,0.0,0.0,44,356,4,23,1.82,0.03,3.92,0.0,0,2.477,2.567,0.145,0.131,0.000,0.145,59.1,946.8,1653.3,1876.7,424.3,167.2,890.8,689.7,924.2,274.3,1001.7,1268.3,735.5,915.7,835.2
"Carrots, imported, without peel, raw",1760,36,0.3,0.3,7.1,3.3,0.0,0.0,0.1,1063.33,6380.00,0.00,,0.17,1.03,0.01,0.03,0.40,0.40,0.06,0.14,2.4,18.6,,0.0,2.1,,54,190,28,9,0.16,0.03,0.15,3.9,0.1,0.000,0.000,0.000,0.000,,,0.0,0.0,29.1,32.7,0.0,3.0,0.0,0.0,22.2,0.0,26.3,21.3,0.0,19.8,0.0
"Carrots, Danish, without peel, raw",1761,30,0.5,0.4,5.7,2.4,0.0,0.0,0.1,963.89,5783.33,0.00,,0.28,2.27,0.01,0.03,0.25,0.25,0.06,0.26,2.0,14.6,,0.0,2.2,,41,220,26,8,0.19,0.05,0.22,4.3,0.2,0.000,0.000,0.000,0.000,,,0.0,0.0,25.9,25.9,0.0,5.2,0.0,0.0,19.3,0.0,25.3,21.8,0.0,13.4,6.8
"Parsnips, imported, raw",1762,66,1.4,,10.7,6.3,0.6,0.0,0.0,0.00,0.00,0.00,,0.44,,0.05,0.07,1.42,1.14,0.08,0.37,6.6,45.8,,0.0,7.4,,7,430,56,35,0.35,0.20,0.55,5.7,5.2,0.090,0.034,0.356,0.000,,,0.0,49.2,79.8,80.8,0.0,22.0,54.1,36.9,55.2,16.8,65.9,125.0,28.1,51.0,44.2
"Celery, root, imported, raw",1763,20,1.3,,1.7,4.2,0.0,0.0,0.1,0.00,0.00,0.00,,0.18,,0.03,0.05,0.66,0.49,0.20,0.44,7.8,97.2,,0.0,5.2,,40,430,44,9,0.34,0.13,0.46,,0.37,0.000,0.000,0.000,0.000,,,0.0,40.4,65.0,71.0,0.0,21.0,0.0,0.0,36.3,10.5,60.4,33.6,21.3,42.1,0.0
"Cream yoghurt, plain, 10% fat (Greek and Turkish style)",1764,121,5.0,4.5,5.6,0.0,8.7,0.0,0.2,58.50,0.00,0.14,,0.39,2.30,0.03,0.16,1.24,0.09,0.05,0.29,1.8,13.2,,0.3,,,82,150,114,10,0.03,0.00,0.44,3.7,0,4.665,1.605,0.143,0.560,0.021,0.102,30.1,267.2,518.8,448.0,125.8,32.2,243.7,243.7,220.1,69.2,353.7,165.1,133.6,110.0,487.3
"Cream yoghurt, plain, 2% fat (Greek and Turkish style)",1765,71,9.2,8.6,3.8,0.0,2.1,0.0,0.2,18.40,0.00,0.06,,0.07,0.00,0.04,0.20,2.31,0.14,0.05,0.27,2.1,14.0,,0.5,,,63,153,141,12,0.04,0.02,0.60,3.4,0,1.254,0.451,0.056,0.043,0.005,0.044,8.9,516.4,918.1,789.0,272.6,20.1,459.0,473.4,373.0,130.5,645.5,329.9,272.6,200.8,961.1
"Milk, acidophilus cultured from partly skimmed milk, 1.5% fat",1766,44,3.7,,4.1,0.0,1.4,0.0,0.1,12.80,0.00,0.05,,0.02,0.00,0.03,0.13,1.30,0.10,0.04,0.30,1.5,4.2,,0.3,1.1,,38,145,127,11,0.02,0.00,0.45,3.3,0,0.834,0.305,0.036,0.066,0.006,0.025,6.7,,,,,,,,,72.0,,,,,
"Milk, acidophilus cultured from skimmed milk, 0.5% fat",1767,42,4.5,4.0,4.8,0.0,0.6,0.0,0.1,4.21,0.00,0.04,,0.01,0.00,0.04,0.11,1.15,0.12,0.04,0.41,1.5,12.6,,0.4,,,39,148,145,12,0.03,0.01,0.52,3.4,0,0.357,0.131,0.015,,,,3.8,239.4,464.6,401.3,112.6,28.9,218.2,218.2,197.1,62.0,316.8,147.8,119.7,98.6,436.5
"Pizza topping (Grated cheese, Mozzarella)",1768,315,19.7,17.4,8.1,0.0,22.7,0.0,1.5,160.25,0.00,0.32,,1.42,0.00,0.02,0.17,4.80,0.26,0.04,0.40,2.8,7.0,,0.7,0.6,,598,70,574,22,0.09,0.06,2.76,0.6,7.5,12.743,5.741,0.885,0.574,0.069,0.774,75.4,1083.3,1826.1,1578.5,557.1,71.2,1021.4,1083.3,680.9,272.4,1330.9,619.0,557.1,402.4,2073.7
Skinkeost 30+ (Processed cheese with ham),1769,216,14.7,13.0,2.9,0.0,16.2,0.0,3.0,138.00,0.00,0.24,,0.40,,0.02,0.17,3.65,0.26,0.04,0.52,2.3,7.0,,0.7,0.6,,1180,120,397,20,0.18,0.06,2.07,1.9,0,9.452,3.482,0.372,0.622,0.059,0.263,54.5,808.5,1362.9,1178.1,415.8,53.1,762.3,808.5,508.2,203.3,993.3,462.0,415.8,300.3,1547.7
"Rejeost, light, 8% fat, (Processed cheese with shrimp)",1770,151,17.7,15.6,5.0,0.0,6.8,0.0,3.0,58.00,0.00,0.12,,0.51,,0.04,0.29,4.24,0.18,0.06,0.37,3.1,7.0,,0.5,,,1180,146,516,27,0.17,0.06,2.42,3.6,0.1,3.992,1.413,0.142,0.266,0.025,0.099,23.9,969.5,1634.3,1412.7,498.6,63.7,914.1,969.5,609.4,243.8,1191.1,554.0,498.6,360.1,1855.9
"Feta, 5% (Salad cheese)",1771,176,21.7,19.1,1.6,0.0,9.2,0.0,2.9,88.00,0.00,0.15,,0.12,0.00,0.01,0.27,5.11,0.12,0.00,0.05,1.3,4.6,,0.5,0.7,,1150,29,217,8,0.10,0.05,1.59,0.0,0,5.671,1.814,0.165,0.262,0.029,0.112,31.9,1190.0,2006.0,1734.0,612.0,78.2,1122.0,1190.0,748.0,299.2,1462.0,680.0,612.0,442.0,2278.0
"Cheese, Cream, 30-40 % fidm.",1772,152,10.4,9.2,4.5,0.0,10.3,0.0,0.7,84.00,0.00,0.16,,0.19,0.00,0.02,0.10,2.43,0.04,0.02,0.57,2.0,18.0,,0.1,0.0,,261,97,82,8,0.16,0.04,0.49,2.9,0,5.912,2.170,0.238,0.398,0.040,0.169,35.4,570.5,961.7,831.3,293.4,37.5,537.9,570.5,358.6,143.4,700.9,326.0,293.4,211.9,1092.1
"Cheese, Cream, 45-55 % fidm.",1773,260,5.6,4.9,3.5,0.0,24.8,0.0,1.1,217.00,0.00,0.35,,0.52,0.00,0.03,0.17,1.36,0.07,0.04,0.57,2.0,15.3,,0.2,0.0,,425,114,113,8,0.06,0.04,0.40,2.9,0,14.467,5.232,0.507,0.878,0.093,0.347,82.4,308.0,519.2,448.8,158.4,20.2,290.4,308.0,193.6,77.4,378.4,176.0,158.4,114.4,589.6
"Cheese, Brie, 11%",1774,176,23.2,20.5,1.5,0.0,8.6,0.0,1.5,86.00,0.00,0.14,,0.27,0.00,0.04,0.38,6.01,0.67,0.14,0.14,3.5,91.0,,0.9,,,600,125,522,21,0.12,0.04,2.71,0.1,0,5.150,1.933,0.236,0.342,0.069,0.129,29.8,1274.0,2147.6,1856.4,655.2,83.7,1201.2,1274.0,800.8,320.3,1565.2,728.0,655.2,473.2,2438.8
"Goat cheese, soft, 45-55% fidm.",1775,311,17.8,15.0,2.1,0.0,25.7,0.0,1.4,262.00,0.00,0.36,,0.83,33.72,0.05,0.42,4.34,0.66,0.18,0.08,5.1,48.0,,0.2,0.0,,567,63,340,22,0.10,0.06,1.43,0.8,0,15.340,5.417,1.019,0.858,0.111,0.813,85.1,1033.5,1564.3,1452.5,391.1,229.1,782.1,893.9,810.1,220.7,1201.1,586.6,446.9,251.4,1843.6
"Goat cheese, in brine, 20-25%",1776,271,15.2,12.8,0.8,0.0,23.0,0.0,2.3,235.00,0.00,0.32,,0.12,0.00,0.05,0.45,4.94,1.80,0.25,0.08,5.1,26.7,,1.1,0.0,,915,39,189,9,0.11,0.07,1.11,0.0,0,13.575,4.694,0.765,0.812,0.137,0.550,76.4,882.5,1335.6,1240.2,333.9,195.6,667.8,763.2,691.7,188.4,1025.6,500.9,381.6,214.7,1574.1
"Goat cheese, hard, 45% fidm.",1777,369,21.8,18.3,1.2,0.0,30.8,0.0,0.6,350.00,0.00,0.42,,0.49,0.00,0.10,0.26,4.89,0.40,0.05,0.08,5.1,19.0,,0.2,0.0,,256,97,820,58,0.22,0.05,3.28,0.0,0,18.313,6.074,0.882,0.783,0.184,0.600,101.8,1261.7,1909.6,1773.2,477.4,279.6,954.8,1091.2,988.9,269.4,1466.3,716.1,545.6,306.9,2250.6
"Cheese, firm, 6%/10% fidm.",1778,175,28.9,25.5,0.5,0.0,6.4,0.0,1.8,55.50,0.00,0.11,,0.15,0.00,0.02,0.29,6.71,0.07,0.06,0.21,1.1,43.0,,2.4,0.0,,720,74,860,37,0.09,0.04,3.92,0.0,0,3.724,1.319,0.139,0.251,0.027,0.097,22.6,1583.8,2669.8,2307.8,814.5,104.1,1493.3,1583.8,995.5,398.2,1945.8,905.0,814.5,588.3,3031.8
"Cheese, firm, 45% fidm., Danish",1779,325,24.2,21.4,1.1,0.0,24.8,0.0,1.6,212.00,0.00,0.35,,0.50,0.00,0.05,0.33,5.67,0.10,0.09,0.34,1.5,60.0,,1.4,,,652,61,683,27,0.09,0.05,3.37,0.2,0,14.540,5.139,0.534,0.990,0.086,0.370,82.5,1328.8,2240.0,1936.3,683.4,87.3,1252.9,1328.8,835.3,334.1,1632.6,759.3,683.4,493.6,2543.8
"Cheese, firm, 50% fidm., Danish",1780,367,23.9,21.0,1.4,0.0,29.6,0.0,1.5,220.00,0.00,0.41,,0.66,0.00,0.05,0.33,5.59,0.10,0.09,0.34,1.5,60.0,,1.4,,,602,51,620,25,0.09,0.02,3.05,0.0,0,17.295,6.218,0.663,1.240,0.102,0.470,97.9,1309.0,2206.6,1907.4,673.2,86.0,1234.2,1309.0,822.8,329.1,1608.2,748.0,673.2,486.2,2505.8
"Veal, brisket, raw",1781,147,20.5,16.3,0.0,0.0,7.3,0.0,0.2,0.00,0.00,0.45,0.02,0.15,7.29,0.04,0.21,9.36,5.29,0.20,3.50,2.5,12.1,,1.1,0.0,0.0,65,350,5,21,1.28,0.06,2.97,0.0,0,2.621,2.453,0.468,0.140,0.031,0.437,58.2,879.7,1551.7,1733.3,426.0,168.0,829.3,642.8,892.0,244.2,960.8,1226.7,687.2,1052.3,846.8
"Beef, brisket, boneless, raw",1782,197,19.3,16.1,0.4,0.0,13.1,0.0,0.2,4.67,0.00,0.46,0.06,0.25,0.00,0.03,0.17,8.80,5.07,0.18,3.09,2.3,10.2,,1.1,0.0,0.0,67,318,6,19,1.50,0.05,3.18,0.0,0,4.730,5.972,0.188,0.118,0.000,0.188,61.1,849.8,1520.0,1691.7,356.7,143.5,841.2,627.3,861.3,224.2,939.2,1208.3,672.5,1101.7,828.3
"Cold cuts, with wheat protein",1783,223,29.2,25.5,13.7,5.5,4.5,0.0,2.8,18.50,111.00,0.00,,0.96,3.39,0.20,0.31,5.81,0.69,0.05,3.07,20.8,59.4,,0.0,0.0,,1100,250,45,38,2.00,0.29,1.85,5.8,6.3,0.546,1.621,1.250,0.000,0.000,1.250,0.0,1037.0,2035.0,528.5,344.5,534.0,1490.0,870.0,777.0,307.0,1230.0,1151.0,664.0,1003.5,3475.0
Seitan,1784,195,26.5,24.3,5.1,2.1,7.2,0.0,1.6,3.01,18.05,0.00,,2.50,1.13,0.06,0.08,4.96,0.21,0.03,1.02,5.7,14.9,,0.0,0.0,,653,87,36,25,1.74,0.28,1.41,0.5,3.525,0.651,3.617,1.852,0.000,0.000,1.852,0.0,953.0,1891.3,478.4,349.4,525.8,1440.0,931.6,720.4,284.9,1071.8,932.9,561.5,958.3,3465.0
"Mince, with mycoprotein",1785,97,9.9,10.8,5.4,6.5,2.5,0.0,0.1,0.00,0.00,0.00,,0.00,0.00,0.00,0.45,4.23,0.69,0.06,1.96,38.9,45.4,,0.0,0.1,,34,79,187,43,0.27,0.30,6.23,0.0,0.666666666666667,0.308,0.379,1.242,0.000,0.340,0.903,0.0,606.7,987.0,1008.3,296.0,170.3,595.3,475.7,661.7,212.3,766.3,833.7,307.0,569.0,696.0
"Mince, with soy protein",1786,169,16.6,15.2,3.8,8.4,7.8,0.0,1.2,2.64,15.83,0.00,,1.58,5.51,0.11,0.18,4.77,0.68,0.09,2.83,22.9,54.5,,0.0,0.0,,473,651,128,83,2.53,0.38,1.17,2.5,0.7125,2.329,2.556,2.022,0.000,0.313,1.709,0.0,787.1,1362.1,1087.8,172.0,226.8,914.9,634.6,706.8,245.8,844.1,1255.8,457.3,743.8,952.9
"Mince balls, with soy protein",1787,157,14.0,12.8,2.4,7.6,8.5,0.0,1.0,0.00,0.00,0.00,,1.65,5.90,0.02,0.14,3.78,0.25,0.04,0.62,15.3,29.7,,0.0,0.0,,380,455,94,54,2.25,0.21,0.64,1.1,0,0.514,4.812,2.208,0.000,0.647,1.561,0.0,669.5,1165.0,978.5,124.5,172.5,778.0,541.5,617.5,211.5,717.0,1115.0,394.0,627.0,718.5
"Pieces, with soy protein",1788,121,18.6,17.0,1.3,8.1,2.8,0.0,1.6,9.51,57.07,0.00,,1.32,2.37,0.08,0.16,5.11,0.60,0.07,0.93,21.5,49.0,,0.0,0.0,,643,750,91,103,2.82,0.12,1.09,0.1,0.933333333333333,0.165,1.134,1.045,0.000,0.084,0.962,0.2,882.8,1513.3,1271.7,212.3,290.2,1000.3,704.7,811.8,270.7,938.5,1523.3,510.7,834.8,1004.7
"Cold cuts, with soy and pea protein",1789,153,6.4,6.2,5.4,2.8,11.2,0.0,2.5,9.54,57.23,0.00,,2.73,10.82,0.00,0.04,1.70,0.05,0.02,0.19,4.6,16.7,,0.0,0.0,,993,170,15,10,4.57,0.12,0.27,2.6,1.26666666666667,0.652,6.269,2.639,0.000,0.724,1.915,0.0,331.0,571.8,466.8,61.3,82.7,373.3,260.8,276.7,99.0,347.7,514.7,184.3,291.0,342.0
"Mince, with pea protein",1790,219,14.0,13.7,6.5,5.4,14.1,0.0,1.0,2.76,16.53,0.00,,1.33,10.63,0.09,0.19,3.44,0.77,0.04,1.03,9.6,23.8,,0.0,0.2,,380,392,177,39,3.53,0.30,1.98,1.8,1.96666666666667,5.805,4.355,2.043,0.000,0.426,1.617,0.0,702.5,1262.8,1125.5,123.3,166.2,857.3,573.5,592.5,160.2,786.5,1256.0,398.5,653.0,816.5
"Sausage, with pea protein",1791,202,13.6,12.7,4.2,5.2,13.3,0.0,1.5,5.09,30.57,0.00,,1.95,5.68,0.06,0.09,2.97,0.52,0.04,0.83,12.3,20.9,,0.0,0.2,,610,252,192,28,3.22,0.25,1.72,1.4,1.16666666666667,6.126,3.971,1.540,0.000,0.263,1.276,0.0,660.0,1175.0,993.8,114.5,179.0,790.0,533.0,545.8,147.3,734.8,1140.0,363.5,601.3,785.5
"Cold cuts, with eggwhite",1792,173,7.9,6.8,2.5,2.2,14.2,0.0,2.4,55.42,332.50,0.00,,3.30,13.30,0.05,0.32,2.32,0.33,0.04,1.24,11.7,17.2,,0.0,0.0,,945,210,38,11,0.19,0.03,0.12,1.2,0,0.819,8.645,3.409,0.000,0.952,2.457,2.1,383.5,640.5,537.5,243.0,210.0,461.0,294.5,367.0,119.5,530.0,459.0,194.0,298.5,271.0
"Pieces, with mycoprotein",1793,88,8.9,9.9,5.6,5.5,2.1,0.0,0.6,0.00,0.00,0.00,,0.00,0.00,0.10,0.36,4.49,1.39,0.09,2.61,42.8,52.5,,0.0,0.1,,233,100,138,32,0.30,0.28,5.37,0.0,1.46666666666667,0.287,0.366,1.069,0.000,0.265,0.803,1.8,559.7,911.0,955.3,187.3,122.7,536.0,434.7,625.0,186.0,704.3,767.7,301.3,529.3,675.0
"Sausage, with soy protein",1794,164,11.4,10.5,2.6,6.9,10.5,0.0,1.4,11.76,70.58,0.00,,2.29,6.21,0.05,0.08,3.58,0.35,0.04,0.93,13.8,34.1,,0.0,0.2,,573,290,61,38,16.00,0.20,0.61,0.8,0.275,0.627,5.863,2.777,0.000,0.832,1.945,1.7,549.3,948.8,787.5,95.0,121.0,635.3,447.3,495.5,193.3,590.8,921.0,319.5,513.3,619.5
"Beef, entrecote/rib eye, raw",1795,190,18.6,15.5,0.0,0.0,12.9,0.0,0.1,0.00,0.00,0.54,0.10,0.29,0.00,0.02,0.16,8.85,4.77,0.18,2.39,2.2,9.7,,1.1,0.0,0.0,44,308,5,18,1.68,0.10,4.25,0.0,0,5.864,4.270,0.144,0.081,0.000,0.144,55.9,839.8,1482.5,1677.5,430.0,168.8,799.3,622.0,832.3,245.3,896.5,1162.5,663.5,902.3,771.8
Aronia berries,1796,50,0.7,,8.8,5.6,0.1,0.0,0.0,188.33,1130.00,0.00,,1.45,21.90,0.02,0.02,0.30,0.30,0.03,,,6.6,,0.0,27.8,,3,218,32,16,0.90,,0.30,8.8,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0,,,,,,,,,,,,,,
"Oatmilk, with added calcium and vitamins",1797,62,0.8,0.7,9.0,0.7,2.4,0.0,0.1,0.00,0.00,1.10,,0.27,1.79,0.03,0.35,0.22,0.00,0.01,0.08,2.5,0.0,,0.5,0.0,,39,81,98,3,0.17,0.03,0.13,3.3,8.15,0.283,0.610,1.121,0.000,,,0.0,0.0,61.8,29.9,0.0,26.0,47.3,33.0,29.5,13.1,43.9,54.2,0.0,43.2,46.7
"Almondmilk, with added calcium",1798,28,0.5,0.4,2.4,0.0,1.8,0.0,0.1,0.00,0.00,0.00,,0.38,0.00,0.00,0.02,0.00,0.00,0.00,0.01,1.7,0.0,,0.1,0.0,,38,19,98,12,0.31,0.03,0.08,1.7,0,0.491,0.971,0.267,0.000,,,0.0,0.0,40.6,0.0,0.0,11.5,16.1,0.0,16.0,0.0,26.7,58.4,0.0,33.6,25.6
"Lentils, red, dried, raw",1799,323,22.5,20.8,44.5,18.5,2.0,0.0,0.0,3.04,18.23,0.00,,0.28,7.20,0.41,0.18,5.21,1.84,0.37,0.84,25.5,99.7,,0.0,0.9,,1,870,24,75,4.97,0.81,3.58,2.1,29.75,0.400,0.500,1.100,0.000,,,0.0,1044.8,1890.0,1708.3,200.7,268.2,1275.0,777.0,980.0,202.2,1226.7,2163.3,682.2,1018.3,1016.3
"Lentils, green, dried, raw",1800,310,20.5,18.3,41.3,22.9,1.9,0.0,0.0,3.92,23.52,0.00,,0.59,3.92,0.30,0.16,5.25,2.17,0.41,1.18,27.3,117.7,,0.0,1.0,,1,900,58,96,7.43,0.83,3.73,1.9,27.2833333333333,0.200,0.300,0.800,0.000,,,0.0,925.0,1670.0,1555.0,185.5,242.5,1123.3,672.0,862.3,184.8,1081.7,1850.0,622.2,934.7,890.7
"Beans, white, dried, raw",1801,276,18.0,17.4,29.5,33.5,2.1,0.0,0.0,0.00,0.00,0.00,,0.00,0.72,0.32,0.15,5.99,1.50,0.41,0.37,12.3,82.1,,0.0,0.2,,0,1463,165,161,5.81,0.73,2.24,3.1,17.4166666666667,0.541,0.182,0.902,0.000,,,0.0,925.0,1688.6,1464.3,227.6,238.9,1211.4,699.6,955.0,269.4,1082.7,1288.6,600.9,844.1,809.1
"Beans, red kidney, dried, raw",1802,279,19.0,18.3,31.3,30.6,1.9,0.0,0.0,0.59,3.53,0.00,,0.08,1.94,0.26,0.13,6.19,1.89,0.33,0.31,8.3,93.0,,0.0,0.4,,0,1288,102,139,5.20,0.74,2.36,3.4,18.7333333333333,0.276,0.147,1.050,0.000,,,0.0,962.8,1760.0,1553.3,262.5,251.5,1266.7,720.8,932.5,257.8,1126.7,1341.7,640.7,872.8,836.8
"Chickpeas, dry, raw",1803,337,18.8,18.3,41.4,21.0,6.0,0.0,0.0,0.00,0.00,0.00,,2.33,6.18,0.35,0.14,5.35,1.58,0.53,1.05,21.4,181.0,,0.0,0.6,,3,995,115,130,4.70,0.73,3.10,3.1,22.75,0.603,1.380,2.730,0.000,,,0.0,905.5,1610.0,1495.0,282.0,339.5,1270.0,630.5,807.0,226.0,969.0,2060.0,575.0,865.0,893.5
"Le Puy green lentil, dried, raw",1804,302,20.4,19.0,38.6,23.9,2.0,0.0,0.0,7.54,45.25,0.00,,0.78,7.45,0.31,0.15,5.07,1.92,0.26,1.37,20.0,129.0,,0.0,0.7,,1,1100,60,110,8.80,1.05,4.50,0.9,27,0.200,0.300,0.800,0.000,,,0.0,976.5,1730.0,1700.0,191.5,252.0,1150.0,714.0,877.0,189.0,1125.0,1915.0,623.5,951.5,906.0
"Lentils, beluga, dried, raw",1805,309,22.5,20.2,38.1,24.3,2.0,0.0,0.0,11.02,66.10,0.00,,0.87,13.45,0.48,1.61,5.54,1.97,0.39,1.34,22.5,163.5,,0.0,6.7,,2,915,53,102,5.80,0.87,3.70,1.6,28.9,0.200,0.300,0.800,0.000,,,0.0,1050.0,1865.0,1775.0,194.5,267.5,1230.0,750.0,918.0,214.0,1185.0,2110.0,673.0,1003.0,971.0
"Edamame beans (Soy beans), shelled, frozen",1806,132,10.7,10.2,3.8,5.1,7.1,0.0,0.0,7.81,46.85,0.00,,1.14,23.60,0.15,0.12,3.67,0.88,0.09,1.69,13.7,108.0,,0.0,15.4,,10,395,70,60,1.90,0.39,1.20,0.4,1.8,1.000,2.600,3.300,0.000,,,0.0,536.5,910.0,802.0,156.5,143.0,594.5,393.0,443.5,167.5,550.5,849.0,307.0,494.0,605.5
"Lentils, green, boiled, canned",1807,90,5.7,5.4,13.4,4.6,0.6,0.0,0.6,0.00,0.00,0.00,,0.29,4.03,0.04,0.09,1.28,0.30,0.06,0.18,3.7,11.3,,0.0,42.5,,240,140,35,19,1.85,0.24,0.80,0.0,3.55,0.100,0.100,0.300,0.000,,,0.0,281.0,501.5,451.5,54.5,69.5,344.5,219.5,278.5,58.8,330.5,519.0,179.5,267.0,262.0
Baked beans (white beans in tomato sauce),1808,81,3.7,3.7,12.3,6.1,0.5,0.0,0.6,7.37,44.20,0.00,,0.22,0.00,0.05,0.06,1.16,0.30,0.05,0.03,3.7,10.7,,0.0,1.3,,225,245,41,28,1.30,0.15,0.48,3.6,2.4,0.090,0.060,0.270,0.000,,,0.0,191.5,347.0,298.0,39.5,55.0,256.0,153.0,231.0,51.9,227.0,244.0,128.0,174.0,165.0
